time,x,y,z
6.446539,-0.5277,-4.2622,1.3407
6.456421,-0.2513,-5.0215,-4.3812
6.467118,0.9276,-5.2922,-7.0003
6.476423,2.8404,-5.4356,-7.1168
6.486233,4.8413,-5.1157,-6.627
6.499462,6.3212,-4.6392,-7.4417
6.505975,7.2155,-3.8127,-9.9121
6.52435,6.6256,-3.1786,-10.5614
6.526013,5.9938,-2.3112,-9.0904
6.535837,5.635,-1.1528,-6.0347
6.550217,5.2043,0.8401,2.3713
6.555638,2.8365,2.2112,9.3371
6.575877,1.9809,2.4677,4.322
6.576147,1.8018,2.4469,-0.7029
6.595704,1.4802,2.4789,-3.4376
6.595794,1.1981,2.2241,-3.9662
6.612665,1.1944,2.087,-2.7792
6.61581,2.0709,2.1878,-1.6166
6.625656,3.2809,2.5722,-0.864
6.635586,3.8069,2.6581,-1.1547
6.645373,4.0369,2.5359,-1.4905
6.655498,4.3196,2.3332,-1.7033
6.666092,4.8031,2.2401,-2.1615
6.676026,5.2143,2.2852,-2.8845
6.685792,5.5651,2.4691,-3.6491
6.698887,5.8716,2.8263,-3.9596
6.705669,5.8537,3.1998,-4.1755
6.715377,5.5461,3.6091,-4.204
6.725048,5.0845,3.9201,-4.4121
6.735009,4.8145,4.0471,-4.5482
6.74489,4.6503,3.9766,-4.3648
6.755682,4.4444,3.7377,-4.1126
6.765256,3.9353,3.3633,-3.8185
6.775153,3.4407,2.9864,-2.8513
6.787895,2.2881,2.433,-1.2656
6.795677,0.6801,1.3142,1.194
6.80471,-1.6874,-1.0289,5.0379
6.814846,-5.8815,-4.7477,10.8307
6.824513,-9.5864,-8.2616,15.1149
